rs_id,gene_symbol,clinvar_variation_id,clinical_signficance,medgen_id,condition_name
rs587781558,ATM,RCV000217319,Pathogenic/Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs587781558,ATM,RCV000236109,Pathogenic,CN517202,not provided
rs587781558,ATM,RCV000129576,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs587781558,ATM,RCV000169059,Pathogenic/Likely pathogenic,C0004135,Ataxia-telangiectasia syndrome (AT)
rs587781558,ATM,RCV000215085,Pathogenic,CN517202,not provided
rs587781558,ATM,RCV000507017,Pathogenic,CN169374,not specified
rs587781558,ATM,RCV000762820,Pathogenic,,
rs770641163,ATM,RCV000165909,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs770641163,ATM,RCV000169469,Pathogenic/Likely pathogenic,C0004135,Ataxia-telangiectasia syndrome (AT)
rs770641163,ATM,RCV000414034,Pathogenic,CN517202,not provided
rs770641163,ATM,RCV000416708,Likely pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs770641163,ATM,RCV000515430,Pathogenic,,
rs770641163,ATM,RCV001265579,Pathogenic,C3469522,"Breast cancer, susceptibility to"
rs775036118,ATM,RCV000571941,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs775036118,ATM,RCV000671308,Pathogenic,C0004135,Ataxia-telangiectasia syndrome (AT)
rs786204433,ATM,RCV000169043,Pathogenic/Likely pathogenic,C0004135,Ataxia-telangiectasia syndrome (AT)
rs786204433,ATM,RCV000213135,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs786204433,ATM,RCV000235346,Pathogenic,CN517202,not provided
rs56392418,MASP2,RCV000288150,Benign,C3151085,MASP2 deficiency
rs72550870,MASP2,RCV000005520,Likely pathogenic,C3151085,MASP2 deficiency
rs72550870,MASP2,RCV000239142,Benign,CN169374,not specified
rs565203731,SACS,RCV000411243,Pathogenic,C1849140,Charlevoix-Saguenay spastic ataxia (SACS)
rs565203731,SACS,RCV001310676,Pathogenic,CN517202,not provided
rs57077886,LMNA,RCV000015599,Pathogenic,C1449563,Dilated cardiomyopathy 1A (CMD1A)
rs57077886,LMNA,RCV000057387,Likely pathogenic,CN517202,not provided
rs57077886,LMNA,RCV000502816,Likely pathogenic,C1720860,Familial partial lipodystrophy 2 (FPLD2)
rs57077886,LMNA,RCV000622546,Pathogenic,C0950123,Inborn genetic diseases
rs57077886,LMNA,RCV000755005,Pathogenic,C0023787,Lipodystrophy (disease)
rs59885338,LMNA,RCV000015590,Pathogenic,C1854154,Charcot-Marie-Tooth disease type 2B1 (CMT2B1)
rs59885338,LMNA,RCV000057479,Pathogenic,CN517202,not provided
rs59885338,LMNA,RCV000192238,Pathogenic,C0007959,Charcot-Marie-Tooth disease
rs59885338,LMNA,RCV000653885,Pathogenic,C0270914,"Charcot-Marie-Tooth disease, type 2"
rs59885338,LMNA,RCV000826146,Pathogenic,CN252645,Autosomal recessive axonal hereditary motor and sensory neuropathy
rs59885338,LMNA,RCV000986429,Pathogenic,C0033300,Hutchinson-Gilford syndrome (HGPS)
rs59885338,LMNA,RCV001176301,Uncertain significance,C0878544,Cardiomyopathy (CMYO)
rs58596362,LMNA,RCV000015593,Pathogenic,C0033300,Hutchinson-Gilford syndrome (HGPS)
rs58596362,LMNA,RCV000015594,Pathogenic,C0406585,Lethal tight skin contracture syndrome
rs58596362,LMNA,RCV000057364,Pathogenic,CN517202,not provided
rs58596362,LMNA,RCV000150957,Pathogenic,,
rs58596362,LMNA,RCV000806737,Pathogenic,C0270914,"Charcot-Marie-Tooth disease, type 2"
rs587777197,KIF1C,RCV000087323,Pathogenic,C1969796,"Ataxia, spastic, 2, autosomal recessive (SPAX2)"
rs587777198,INCA1,RCV000087324,Pathogenic,C1969796,"Ataxia, spastic, 2, autosomal recessive (SPAX2)"
rs587777465,VPS53,RCV000128407,Pathogenic,C4014488,"Pontocerebellar hypoplasia, type 2e (PCH2E)"
rs587777466,VPS53,RCV000128408,Pathogenic,C4014488,"Pontocerebellar hypoplasia, type 2e (PCH2E)"
rs587777691,EPS8,RCV000143841,Pathogenic,C3892050,"Deafness, autosomal recessive 102 (DFNB102)"
rs587777716,FIG4,RCV000144074,Pathogenic,C4013648,"Polymicrogyria, bilateral temporooccipital (BTOP)"
rs587781245,SASH1,RCV000144361,Likely pathogenic,,
rs587781245,SASH1,RCV000766196,Pathogenic,CN258269,"CANCER, ALOPECIA, PIGMENT DYSCRASIA, ONYCHODYSTROPHY, AND KERATODERMA (CAPOK)"
rs601338,FUT2,RCV000013808,Benign,,SECRETOR/NONSECRETOR POLYMORPHISM
rs601338,FUT2,RCV000013810,association,C2674252,Vitamin b12 plasma level quantitative trait locus 1 (B12QTL1)
rs601338,FUT2,RCV001291126,confers sensitivity,,Familial Otitis Media
rs606231119,TCN2,RCV000000118,Pathogenic,C0342701,Transcolabamin II deficiency
rs606231410,COL11A2,RCV000148342,Pathogenic,C3711374,Nonsyndromic Deafness
rs606231410,COL11A2,RCV000202598,Pathogenic,C1864746,"Deafness, autosomal recessive 53 (DFNB53)"
rs864309523,COL11A2,RCV000202578,Pathogenic,C1864746,"Deafness, autosomal recessive 53 (DFNB53)"
rs60910145,APOL1,RCV000006453,risk factor,C2675525,"Focal segmental glomerulosclerosis 4, susceptibility to (FSGS4)"
rs60910145,APOL1,RCV000154652,risk factor,C0086432,"Hyalinosis, Segmental Glomerular"
rs60910145,APOL1,RCV001003832,Pathogenic,C0033687,Proteinuria
rs60910145,APOL1,RCV001003833,Pathogenic,C0017668,Focal segmental glomerulosclerosis (FSGS)
rs60910145,APOL1,RCV001003834,Pathogenic,,
rs60910145,APOL1,RCV001003835,Pathogenic,,
rs60910145,APOL1,RCV001003836,Pathogenic,C0017658,Glomerulonephritis (disease)
rs60910145,APOL1,RCV001003837,Pathogenic,C0445118,Nephrotic range proteinuria
rs60910145,APOL1,RCV001195215,risk factor,C0086432,"Hyalinosis, Segmental Glomerular"
rs73885319,APOL1,RCV000006453,risk factor,C2675525,"Focal segmental glomerulosclerosis 4, susceptibility to (FSGS4)"
rs73885319,APOL1,RCV000408955,risk factor,C0086432,"Hyalinosis, Segmental Glomerular"
rs73885319,APOL1,RCV001003826,Pathogenic,C0033687,Proteinuria
rs73885319,APOL1,RCV001003827,Pathogenic,C0017668,Focal segmental glomerulosclerosis (FSGS)
rs73885319,APOL1,RCV001003828,Pathogenic,,
rs73885319,APOL1,RCV001003829,Pathogenic,,
rs73885319,APOL1,RCV001003830,Pathogenic,C0445118,Nephrotic range proteinuria
rs73885319,APOL1,RCV001003831,Pathogenic,C0017658,Glomerulonephritis (disease)
rs73885319,APOL1,RCV001195215,risk factor,C0086432,"Hyalinosis, Segmental Glomerular"
rs61495246,CYP2R1,RCV000002216,Pathogenic,C1838657,"Vitamin d hydroxylation-deficient rickets, type 1b (VDDR1B)"
rs61495246,CYP2R1,RCV001195424,Likely pathogenic,C0268689,"Vitamin D-dependent rickets, type 1 (VDD1)"
rs61732239,ADA,RCV000059101,Conflicting interpretations of pathogenicity,C1863236,Severe combined immunodeficiency due to ADA deficiency
rs61732239,ADA,RCV000523342,Uncertain significance,CN517202,not provided
rs780014431,ADA,RCV000668278,Pathogenic,C1863236,Severe combined immunodeficiency due to ADA deficiency
rs780014431,ADA,RCV001194146,Pathogenic,CN239264,Severe Combined Immune Deficiency
rs61752361,MECP2,RCV000170243,Uncertain significance,C0035372,Rett syndrome (RTT)
rs61752361,MECP2,RCV000132833,Uncertain significance,C0035372,Rett syndrome (RTT)
rs61752361,MECP2,RCV000863677,Likely benign,C1968556,Severe neonatal-onset encephalopathy with microcephaly
rs61755320,SPG7,RCV000034858,Pathogenic/Likely pathogenic,C1846564,Hereditary spastic paraplegia 7 (SPG7)
rs61755320,SPG7,RCV000195683,Pathogenic/Likely pathogenic,CN517202,not provided
rs61755320,SPG7,RCV000198007,Likely pathogenic,C1846564,Hereditary spastic paraplegia 7 (SPG7)
rs61755320,SPG7,RCV000270813,Pathogenic,CN239433,"Spastic Paraplegia, Recessive"
rs61755320,SPG7,RCV000515835,Pathogenic/Likely pathogenic,C0037773,Hereditary spastic paraplegia
rs61755320,SPG7,RCV000623796,Pathogenic,C0950123,Inborn genetic diseases
rs61755320,SPG7,RCV000626837,Pathogenic,,
rs61755320,SPG7,RCV000677252,Uncertain significance,C0338502,Optic nerve hypoplasia
rs61755320,SPG7,RCV000850200,Likely pathogenic,C3714756,Intellectual disability
rs61755320,SPG7,RCV001003619,Pathogenic,,
rs61761869,SERPINA1,RCV000336993,Conflicting interpretations of pathogenicity,C0221757,Alpha-1-antitrypsin deficiency (A1ATD)
rs61761869,SERPINA1,RCV000443069,Pathogenic,CN517202,not provided
rs61761869,SERPINA1,RCV000206411,Pathogenic,C0221757,Alpha-1-antitrypsin deficiency (A1ATD)
rs61761869,SERPINA1,RCV000729874,Uncertain significance,CN517202,not provided
rs62508646,PAH,RCV000088721,not provided,CN517202,not provided
rs62508646,PAH,RCV000000646,Pathogenic/Likely pathogenic,C0751434,Phenylketonuria (PKU)
rs62508646,PAH,RCV000078499,Pathogenic,CN517202,not provided
rs62508698,PAH,RCV000089125,not provided,CN517202,not provided
rs62508698,PAH,RCV000000610,Pathogenic,C0751434,Phenylketonuria (PKU)
rs62508698,PAH,RCV000078532,Pathogenic,CN517202,not provided
rs62508734,PAH,RCV000089127,not provided,CN517202,not provided
rs62508734,PAH,RCV000632877,Pathogenic,C0751434,Phenylketonuria (PKU)
rs62625011,UGT1A,RCV000013060,Pathogenic,CN029644,Crigler-Najjar syndrome type 1
rs6265,BDNF-AS,RCV000019267,risk factor,,"Memory impairment, susceptibility to"
rs6265,BDNF-AS,RCV000155463,Benign,CN169374,not specified
rs63749823,ABCC6,RCV000006958,Likely pathogenic,C0033847,Pseudoxanthoma elasticum (PXE)
rs63751325,ABCC6,RCV000006956,Pathogenic,C0033847,Pseudoxanthoma elasticum (PXE)
rs67561842,ABCC6,RCV000023275,Pathogenic,C0033847,Pseudoxanthoma elasticum (PXE)
rs67561842,ABCC6,RCV000023276,Pathogenic,C3276161,Generalized arterial calcification of infancy 2 (GACI2)
rs67561842,ABCC6,RCV001090336,Pathogenic,CN517202,not provided
rs72664288,ABCC6,RCV000499230,Uncertain significance,C0033847,Pseudoxanthoma elasticum (PXE)
rs72664297,ABCC6,RCV000499084,Uncertain significance,C0033847,Pseudoxanthoma elasticum (PXE)
rs63749991,MSH2,RCV000076734,Pathogenic,C4552100,Lynch syndrome
rs63749991,MSH2,RCV000205315,Pathogenic,C0009405,Hereditary nonpolyposis colorectal neoplasms
rs63749991,MSH2,RCV000491522,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs6475,LOC106780800,RCV000012933,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs6475,LOC106780800,RCV000416339,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs6475,LOC106780800,RCV000416360,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs6475,LOC106780800,RCV000622562,Pathogenic,C0950123,Inborn genetic diseases
rs6475,LOC106780800,RCV000711382,Pathogenic,CN517202,not provided
rs7755898,TNXB,RCV000012951,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs7755898,TNXB,RCV000417198,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs7755898,TNXB,RCV000711391,Pathogenic,CN517202,not provided
rs7769409,TNXB,RCV000012937,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs7769409,TNXB,RCV000417198,Pathogenic,C2936858,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
rs7769409,TNXB,RCV000711368,Pathogenic,CN517202,not provided
rs662,PON1,RCV000014739,risk factor,C1840169,"Coronary artery disease, susceptibility to"
rs662,PON1,RCV000014740,risk factor,C3149706,"Coronary artery spasm 2, susceptibility to"
rs662,PON1,RCV000133464,association,C1827841,Enzyme activity finding
rs854560,PON1,RCV000014742,risk factor,C1840169,"Coronary artery disease, susceptibility to"
rs854560,PON1,RCV000014743,risk factor,C2674665,Microvascular complications of diabetes 5 (MVCD5)
rs854560,PON1,RCV000133465,association,C1827841,Enzyme activity finding
rs713993048,SLC19A3,RCV000149551,Pathogenic,C1843807,Biotin-responsive basal ganglia disease (THMD2)
rs713993048,SLC19A3,RCV001310776,Pathogenic,CN517202,not provided
rs71640277,GH1,RCV000017341,Pathogenic,C0271567,Autosomal dominant isolated somatotropin deficiency (IGHD2)
rs71640277,GH1,RCV000017340,Pathogenic,C0271567,Autosomal dominant isolated somatotropin deficiency (IGHD2)
rs72474224,GJB2,RCV000156043,Likely pathogenic,CN826980,Rare genetic deafness
rs72474224,GJB2,RCV000018550,Conflicting interpretations of pathogenicity,C2673759,"Deafness, autosomal recessive 1A (DFNB1A)"
rs72474224,GJB2,RCV000080365,Pathogenic/Likely pathogenic,CN517202,not provided
rs72474224,GJB2,RCV000146005,Pathogenic/Likely pathogenic,C1384666,Hearing impairment
rs72474224,GJB2,RCV000211759,Pathogenic,CN043648,Nonsyndromic hearing loss and deafness
rs72474224,GJB2,RCV000515287,Likely pathogenic,,
rs72474224,GJB2,RCV000844700,Pathogenic,CN826980,Rare genetic deafness
rs72474224,GJB2,RCV000999928,Pathogenic,CN235283,none provided
rs72474224,GJB2,RCV001002768,Benign/Likely benign,C2675750,"Deafness, autosomal dominant 3a (DFNA3A)"
rs72474224,GJB2,RCV001004396,Pathogenic,,
rs72474224,GJB2,RCV001110664,Benign,C1865234,Hystrix-like ichthyosis with deafness
rs72474224,GJB2,RCV001270106,Pathogenic,C3711374,Nonsyndromic Deafness
rs779018464,GJB2,RCV000213896,Likely pathogenic,CN826980,Rare genetic deafness
rs779018464,GJB2,RCV000409464,Likely pathogenic,C2675750,"Deafness, autosomal dominant 3a (DFNA3A)"
rs779018464,GJB2,RCV000411886,Likely pathogenic,C2673759,"Deafness, autosomal recessive 1A (DFNB1A)"
rs72551351,UGT1A,RCV000013076,Pathogenic,CN029644,Crigler-Najjar syndrome type 1
rs72656330,COL1A1,RCV000018854,Pathogenic,C0268358,"Osteogenesis imperfecta, recessive perinatal lethal (OI2)"
rs72656330,COL1A1,RCV001285293,Likely pathogenic,CN235283,none provided
rs72658200,COL1A2,RCV000018802,Pathogenic,C0268362,Osteogenesis imperfecta type III (OI3)
rs72659351,P3H1,RCV000001315,Pathogenic,C1970458,Osteogenesis imperfecta type 8 (OI8)
rs72659351,P3H1,RCV000255762,Pathogenic,CN517202,not provided
rs72659354,P3H1,RCV000001316,Pathogenic,C1970458,Osteogenesis imperfecta type 8 (OI8)
rs72659355,P3H1,RCV000001318,Pathogenic,C1970458,Osteogenesis imperfecta type 8 (OI8)
rs730880131,LDLR,RCV000157291,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs730880131,LDLR,RCV000237186,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs730882096,LDLR,RCV000237974,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs777640882,LDLR,RCV000586903,Likely benign,CN169374,not specified
rs777640882,LDLR,RCV000775027,Likely benign,C0020445,Familial hypercholesterolemia (FH)
rs777640882,LDLR,RCV000237969,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879255213,LDLR,RCV000508875,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879255213,LDLR,RCV000237706,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs738409,PNPLA3,RCV000660848,drug response,,asparaginase response - Toxicity/ADR
rs738409,PNPLA3,RCV000660849,drug response,CN236519,cyclophosphamide response - Toxicity/ADR
rs738409,PNPLA3,RCV000660850,drug response,,daunorubicin response - Toxicity/ADR
rs738409,PNPLA3,RCV000660851,drug response,,prednisolone response - Toxicity/ADR
rs738409,PNPLA3,RCV000660852,drug response,CN262133,vincristine response - Toxicity/ADR
rs738409,PNPLA3,RCV000825505,"Benign, risk factor",C2750440,"Fatty liver disease, nonalcoholic 1"
rs7418956,SPTA1,RCV000013717,Likely benign,C1851741,Elliptocytosis 2 (EL2)
rs7418956,SPTA1,RCV000345657,Likely benign,C0520739,Hereditary pyropoikilocytosis (HPP)
rs7418956,SPTA1,RCV000404574,Likely benign,C2678338,Spherocytosis type 3 (SPH3)
rs7418956,SPTA1,RCV000756688,Benign,CN235283,none provided
rs74315360,PINK1,RCV000002515,Pathogenic,C1853833,"Parkinson disease 6, autosomal recessive early-onset (PARK6)"
rs746091400,LDLR,RCV000238043,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs746091400,LDLR,RCV001246502,Pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs746091400,LDLR,RCV000237108,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254630,LDLR,RCV000238521,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254630,LDLR,RCV000238189,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254630,LDLR,RCV001208294,Pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs879254630,LDLR,RCV000237619,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254809,LDLR,RCV000237945,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254809,LDLR,RCV000508767,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs747681609,MC4R,RCV000332082,Pathogenic,C0028754,Obesity (EO Obesity)
rs747724352,HSD17B3,RCV000583122,Pathogenic,C0033804,Pseudohermaphroditism
rs748949603,GNE,RCV000366480,Pathogenic,C1853926,GNE myopathy (NM)
rs748949603,GNE,RCV000591867,Pathogenic,CN517202,not provided
rs748949603,GNE,RCV000763618,Pathogenic/Likely pathogenic,,
rs753780877,HERC1,RCV000186608,Pathogenic,CN228136,"Megalencephaly with thick corpus callosum, cerebellar atrophy, and intellectual disability"
rs753780877,HERC1,RCV000235006,Pathogenic,C4310766,"Macrocephaly, dysmorphic facies, and psychomotor retardation (MDFPMR)"
rs754676104,LDLR,RCV000237307,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs754676104,LDLR,RCV000775023,Likely benign,C0020445,Familial hypercholesterolemia (FH)
rs755667663,LDLR,RCV000237801,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs755667663,LDLR,RCV000238372,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs755667663,LDLR,RCV000519148,Likely pathogenic,CN517202,not provided
rs755667663,LDLR,RCV000770762,Likely pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs879254467,LDLR,RCV000237970,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254467,LDLR,RCV000775034,Likely pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs879254554,LDLR,RCV000238587,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254554,LDLR,RCV000238056,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254554,LDLR,RCV000237481,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879255003,LDLR,RCV000237520,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879255003,LDLR,RCV000238440,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879255003,LDLR,RCV001000106,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs75549581,CFTR,RCV000007543,Pathogenic,C0010674,Cystic fibrosis (CF)
rs75549581,CFTR,RCV000521321,Pathogenic,CN517202,not provided
rs75549581,CFTR,RCV001004261,Pathogenic,,
rs756614404,DNAJB2,RCV000201941,Pathogenic,C3553989,"Spinal muscular atrophy, distal, autosomal recessive, 5 (DSMA5)"
rs756614404,DNAJB2,RCV000789088,Uncertain significance,C0007959,Charcot-Marie-Tooth disease
rs758188096,KLHL40,RCV000487141,Likely pathogenic,CN517202,not provided
rs758188096,KLHL40,RCV000525790,Pathogenic,C3809209,Nemaline myopathy 8 (NEM8)
rs76262710,RET,RCV000032040,Pathogenic,C4048306,"Multiple endocrine neoplasia, type 2 (MEN2)"
rs76262710,RET,RCV000182594,Pathogenic,CN517202,not provided
rs76262710,RET,RCV000569893,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs76262710,RET,RCV000664353,Pathogenic,C4048306,"Multiple endocrine neoplasia, type 2 (MEN2)"
rs76262710,RET,RCV000014954,Pathogenic,C1833921,Familial medullary thyroid carcinoma (MTC)
rs76262710,RET,RCV000021792,Pathogenic,C4048306,"Multiple endocrine neoplasia, type 2 (MEN2)"
rs76262710,RET,RCV000114391,Pathogenic/Likely pathogenic,C0025268,"Multiple endocrine neoplasia, type 2a (MEN2A)"
rs76262710,RET,RCV000345209,Pathogenic,CN517202,not provided
rs76262710,RET,RCV000427260,Pathogenic,C0025269,"Multiple endocrine neoplasia, type 2b (MEN2B)"
rs76262710,RET,RCV000434685,Likely pathogenic,C0025267,"Multiple endocrine neoplasia, type 1 (MEN1)"
rs76262710,RET,RCV000442341,Likely pathogenic,C0238462,Medullary thyroid carcinoma (MTC)
rs76262710,RET,RCV000444839,Likely pathogenic,C1970712,"Multiple endocrine neoplasia, type 4 (MEN4)"
rs76262710,RET,RCV000014919,Pathogenic,C0025268,"Multiple endocrine neoplasia, type 2a (MEN2A)"
rs76262710,RET,RCV000228834,Pathogenic,C4048306,"Multiple endocrine neoplasia, type 2 (MEN2)"
rs76262710,RET,RCV000522833,Pathogenic,CN517202,not provided
rs76262710,RET,RCV000762807,Pathogenic,,
rs76262710,RET,RCV000999727,Pathogenic,CN235283,none provided
rs763915472,KNL1,RCV000032912,Pathogenic,C1858516,Primary autosomal recessive microcephaly 4 (MCPH4)
rs767350733,ALS2,RCV000421128,Likely pathogenic,CN517202,not provided
rs767350733,ALS2,RCV000624087,Pathogenic,C0950123,Inborn genetic diseases
rs767350733,ALS2,RCV000735438,Pathogenic,C1859807,Amyotrophic lateral sclerosis type 2 (ALS2)
rs76763715,LOC106627981,RCV000020146,Pathogenic,C0017205,Gaucher disease
rs76763715,LOC106627981,RCV000004515,Pathogenic,C1961835,"Gaucher's disease, type 1 (GD1)"
rs76763715,LOC106627981,RCV000004516,risk factor,C3160718,"Parkinson disease, late-onset (PD)"
rs76763715,LOC106627981,RCV000004517,risk factor,C2676021,"Dementia, Lewy body, susceptibility to"
rs76763715,LOC106627981,RCV000079336,Pathogenic,CN517202,not provided
rs76763715,LOC106627981,RCV000305321,Pathogenic,CN239381,Susceptibility to Parkinson's Disease
rs76763715,LOC106627981,RCV000396221,Pathogenic,C0017205,Gaucher disease
rs76763715,LOC106627981,RCV000414782,Likely pathogenic,,
rs76763715,LOC106627981,RCV000515439,Pathogenic,,
rs76763715,LOC106627981,RCV001004117,Pathogenic,,
rs76763715,LOC106627981,RCV001195689,risk factor,C0030567,Parkinson disease (PD)
rs76763715,LOC106627981,RCV001197918,Pathogenic,C1842704,"Gaucher disease, perinatal lethal"
rs76763715,LOC106627981,RCV001270528,Uncertain significance,,
rs76763715,LOC106627981,RCV001284998,Pathogenic,CN235283,none provided
rs80356769,LOC106627981,RCV000004520,Pathogenic,C0268251,Subacute neuronopathic Gaucher's disease (GD3)
rs80356769,LOC106627981,RCV000004521,Likely pathogenic,C1961835,"Gaucher's disease, type 1 (GD1)"
rs80356769,LOC106627981,RCV000020148,Pathogenic,C0017205,Gaucher disease
rs80356769,LOC106627981,RCV000762854,Pathogenic,,
rs80356769,LOC106627981,RCV001004115,Pathogenic,,
rs76992529,TTR,RCV000014368,Pathogenic,C2751492,Amyloidogenic transthyretin amyloidosis
rs76992529,TTR,RCV000030575,Pathogenic,C3151471,"Amyloid Cardiomyopathy, Transthyretin-related (ICA)"
rs76992529,TTR,RCV000078674,Pathogenic,CN517202,not provided
rs76992529,TTR,RCV000211747,Likely pathogenic,C0878544,Cardiomyopathy (CMYO)
rs76992529,TTR,RCV000243161,Pathogenic,CN230736,Cardiovascular phenotype
rs76992529,TTR,RCV000515257,Pathogenic,,
rs76992529,TTR,RCV000735409,Pathogenic,,
rs76992529,TTR,RCV000853387,Pathogenic,C4275067,ATTRV122I amyloidosis
rs76992529,TTR,RCV000999849,Pathogenic,CN235283,none provided
rs76992529,TTR,RCV001173290,Pathogenic,C0007959,Charcot-Marie-Tooth disease
rs76992529,TTR,RCV001263365,Pathogenic,C0234378,Postural tremor
rs76992529,TTR,RCV001310260,Pathogenic,C2751492,Amyloidogenic transthyretin amyloidosis
rs769987150,SPTBN2,RCV000190760,Pathogenic,C0950123,Inborn genetic diseases
rs77375493,JAK2,RCV000022629,Pathogenic,C3281125,Thrombocythemia 3 (THCYT3)
rs77375493,JAK2,RCV000015769,Pathogenic,C0032463,Polycythemia vera (PV)
rs77375493,JAK2,RCV000015770,Pathogenic/Likely pathogenic,C0001815,Myelofibrosis
rs77375493,JAK2,RCV000015771,Pathogenic/Likely pathogenic,C0023467,Acute myeloid leukemia (AML)
rs77375493,JAK2,RCV000015772,risk factor,,"Budd-Chiari syndrome, susceptibility to, somatic"
rs77375493,JAK2,RCV000022627,Pathogenic,C3281125,Thrombocythemia 3 (THCYT3)
rs77375493,JAK2,RCV000022628,Affects,C4551637,Primary familial polycythemia due to EPO receptor mutation
rs77375493,JAK2,RCV000420273,not provided,C0023473,"Chronic myelogenous leukemia, BCR-ABL1 positive (CML)"
rs77375493,JAK2,RCV000427081,Pathogenic/Likely pathogenic,C0027022,Myeloproliferative disorder
rs77375493,JAK2,RCV000428162,not provided,C0152271,Subacute lymphoid leukemia
rs77375493,JAK2,RCV000763621,Pathogenic,,
rs77375493,JAK2,RCV001003803,Likely pathogenic,,
rs77375493,JAK2,RCV001003804,Pathogenic,C0032461,Polycythemia (disease)
rs77375493,JAK2,RCV001092995,Pathogenic,CN517202,not provided
rs777112652,CDC14A,RCV000223953,Pathogenic,C1837608,"Deafness, autosomal recessive 32 (DFNB32)"
rs876661408,CDC14A,RCV000223951,Pathogenic,C1837608,"Deafness, autosomal recessive 32 (DFNB32)"
rs876661408,CDC14A,RCV000852385,Pathogenic,C0018784,Sensorineural hearing loss
rs778210210,SLC39A8,RCV000203234,Likely pathogenic,C4225234,SLC39A8-CDG
rs778210210,SLC39A8,RCV000203261,Pathogenic,CN234734,SLC39A8 deficiency
rs781752990,KIF7,RCV000623466,Pathogenic,C0950123,Inborn genetic diseases
rs78289603,MCFD2,RCV000003006,Pathogenic,C3150889,"Factor v and factor viii, combined deficiency of, 2 (F5F8D2)"
rs786203251,SDHB,RCV000166478,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs786203251,SDHB,RCV000461517,Pathogenic,,
rs786203251,SDHB,RCV001092589,Pathogenic,CN517202,not provided
rs786203251,SDHB,RCV000226466,Pathogenic,,
rs786203251,SDHB,RCV000492633,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs786203251,SDHB,RCV000523546,Pathogenic,CN517202,not provided
rs786204444,BBS1,RCV000169066,Pathogenic/Likely pathogenic,C0752166,Bardet-Biedl syndrome (BBS)
rs786204444,BBS1,RCV000627244,Pathogenic,CN517202,not provided
rs786204444,BBS1,RCV001272374,Pathogenic,C2936862,Bardet-Biedl syndrome 1 (BBS1)
rs786205151,ADAM9,RCV000170309,Pathogenic,C1423873,Cone-rod dystrophy 9 (CORD9)
